Item Code,Country Code,Item Name,Price Level,Selling Price,Qualifying Price,Taxable Price,Commission,Retails Commissions,Product Pack Bonus,Reail Value Volume,For Promotions
10012000,CAN,"Travel Size - Renew Shampoo, 2 oz.",1,0,0,0,0,0,0,0,0
10012000,CAN,"Travel Size - Renew Shampoo, 2 oz.",3,0,0,0,0,0,0,0,0
10012000,CAN,"Travel Size - Renew Shampoo, 2 oz.",9,0,0,0,0,0,0,0,0
10012000,USA,"Travel Size - Renew Shampoo, 2 oz.",1,0,0,0,0,0,0,0,0
10012000,USA,"Travel Size - Renew Shampoo, 2 oz.",3,0,0,0,0,0,0,0,0
10012000,USA,"Travel Size - Renew Shampoo, 2 oz.",9,0,0,0,0,0,0,0,0
10018000,CAN,"Renew Shampoo, 8.0 oz.",1,31,35,45,31,0,0,45,31
10018000,CAN,"Renew Shampoo, 8.0 oz.",2,45,35,45,31,14,0,45,45
10018000,CAN,"Renew Shampoo, 8.0 oz.",3,38,35,38,31,7,0,45,38
10018000,CAN,"Renew Shampoo, 8.0 oz.",9,0,0,0,0,0,0,0,0
10018000,GBR,"Renew Shampoo, 8.0 oz.",1,21,35,17.5,18,0,0,30,21
10018000,GBR,"Renew Shampoo, 8.0 oz.",2,30,35,25,18,7.5,0,30,30
10018000,GBR,"Renew Shampoo, 8.0 oz.",3,25,35,20.83,18,3.33,0,30,25
10018000,GBR,"Renew Shampoo, 8.0 oz.",9,0,0,0,0,0,0,0,0
10018000,USA,"Renew Shampoo, 8.0 oz.",1,24,35,35,24,0,0,35,24
10018000,USA,"Renew Shampoo, 8.0 oz.",2,35,35,35,24,11,0,35,35
10018000,USA,"Renew Shampoo, 8.0 oz.",3,30,35,30,24,6,0,35,30
10018000,USA,"Renew Shampoo, 8.0 oz.",9,0,0,0,0,0,0,0,0
10018000,USA,"Renew Shampoo, 8.0 oz.",15,12.25,0,12.25,0,0,0,0,12.25
10022000,CAN,"Travel Size - Replenish Masque, 2 oz.",1,4,3,4,0,0,0,0,4
10022000,CAN,"Travel Size - Replenish Masque, 2 oz.",3,4,3,4,0,0,0,0,4
10022000,CAN,"Travel Size - Replenish Masque, 2 oz.",9,0,0,0,0,0,0,0,0
10022000,USA,"Travel Size - Replenish Masque, 2 oz.",1,3,3,3,0,0,0,0,3
10022000,USA,"Travel Size - Replenish Masque, 2 oz.",3,3,3,3,0,0,0,0,3
10022000,USA,"Travel Size - Replenish Masque, 2 oz.",9,0,0,0,0,0,0,0,0
10025000,CAN,"Replenish Masque, 5.0 oz.",1,45,50,65,45,0,0,65,45
10025000,CAN,"Replenish Masque, 5.0 oz.",2,65,50,65,45,20,0,65,65
10025000,CAN,"Replenish Masque, 5.0 oz.",3,55,50,55,45,10,0,65,55
10025000,CAN,"Replenish Masque, 5.0 oz.",9,0,0,0,0,0,0,0,0
10025000,CAN,"Replenish Masque, 5.0 oz.",15,22.75,0,22.75,0,0,0,0,22.75
10025000,GBR,"Replenish Masque, 5.0 oz.",1,30,50,25,25,0,0,42,30
10025000,GBR,"Replenish Masque, 5.0 oz.",2,42,50,35,25,10,0,42,42
10025000,GBR,"Replenish Masque, 5.0 oz.",3,35,50,29.17,25,4.17,0,42,35
10025000,USA,"Replenish Masque, 5.0 oz.",1,35,50,50,35,0,0,50,35
10025000,USA,"Replenish Masque, 5.0 oz.",2,50,50,50,35,15,0,50,50
10025000,USA,"Replenish Masque, 5.0 oz.",3,43,50,43,35,8,0,50,43
10025000,USA,"Replenish Masque, 5.0 oz.",9,0,0,0,0,0,0,0,0
10025000,USA,"Replenish Masque, 5.0 oz.",15,17.5,0,17.5,0,0,0,0,17.5
10034500,CAN,"Restore Leave-In Conditioner, 4.5 oz.",1,30,33,43,30,0,0,43,30
10034500,CAN,"Restore Leave-In Conditioner, 4.5 oz.",2,43,33,43,30,13,0,43,43
10034500,CAN,"Restore Leave-In Conditioner, 4.5 oz.",3,36,33,36,30,6,0,43,36
10034500,CAN,"Restore Leave-In Conditioner, 4.5 oz.",9,0,0,0,0,0,0,0,0
10034500,CAN,"Restore Leave-In Conditioner, 4.5 oz.",15,15.05,0,15.05,0,0,0,0,15.05
10034500,GBR,"Restore Leave-In Conditioner, 4.5 oz.",1,24,33,20,20,0,0,35,24
10034500,GBR,"Restore Leave-In Conditioner, 4.5 oz.",2,35,33,29.17,20,9.17,0,35,35
10034500,GBR,"Restore Leave-In Conditioner, 4.5 oz.",3,29,33,24.17,20,4.17,0,35,29
10034500,USA,"Restore Leave-In Conditioner, 4.5 oz.",1,23,33,33,23,0,0,33,23
10034500,USA,"Restore Leave-In Conditioner, 4.5 oz.",2,33,33,33,23,10,0,33,33
10034500,USA,"Restore Leave-In Conditioner, 4.5 oz.",3,28,33,28,23,5,0,33,28
10034500,USA,"Restore Leave-In Conditioner, 4.5 oz.",9,0,0,0,0,0,0,0,0
10034500,USA,"Restore Leave-In Conditioner, 4.5 oz.",15,11.55,0,11.55,0,0,0,0,11.55
1005-2.0-00,USA,Revive Shampoo 2 oz. Travel Size,9,0,0,0,0,0,0,0,0
10052000,CAN,Travel Size - Revive Shampoo 2.0 oz.,1,4,3,4,0,0,0,0,4
10052000,CAN,Travel Size - Revive Shampoo 2.0 oz.,3,4,3,4,0,0,0,0,4
10052000,CAN,Travel Size - Revive Shampoo 2.0 oz.,9,0,0,0,0,0,0,0,0
10052000,USA,Travel Size - Revive Shampoo 2.0 oz.,1,3,3,3,0,0,0,0,3
10052000,USA,Travel Size - Revive Shampoo 2.0 oz.,3,3,3,3,0,0,0,0,3
10052000,USA,Travel Size - Revive Shampoo 2.0 oz.,9,0,0,0,0,0,0,0,0
10058000,CAN,"Revive Shampoo, 8.0 oz.",1,32,35,45,32,0,0,45,32
10058000,CAN,"Revive Shampoo, 8.0 oz.",2,45,35,45,32,13,0,45,45
10058000,CAN,"Revive Shampoo, 8.0 oz.",3,38,35,38,32,6,0,45,38
10058000,CAN,"Revive Shampoo, 8.0 oz.",9,0,0,0,0,0,0,0,0
10058000,CAN,"Revive Shampoo, 8.0 oz.",15,15.75,0,15.75,0,0,0,0,15.75
10058000,GBR,"Revive Shampoo, 8.0 oz.",1,21,35,17.5,18,0,0,30,21
10058000,GBR,"Revive Shampoo, 8.0 oz.",2,30,35,25,18,7.5,0,30,30
10058000,GBR,"Revive Shampoo, 8.0 oz.",3,25,35,20.83,18,3.33,0,30,25
10058000,USA,"Revive Shampoo, 8.0 oz.",1,25,35,35,25,0,0,35,25
10058000,USA,"Revive Shampoo, 8.0 oz.",2,35,35,35,25,10,0,35,35
10058000,USA,"Revive Shampoo, 8.0 oz.",3,30,35,30,25,5,0,35,30
10058000,USA,"Revive Shampoo, 8.0 oz.",9,0,0,0,0,0,0,0,0
10058000,USA,"Revive Shampoo, 8.0 oz.",15,12.25,0,12.25,0,0,0,0,12.25
1006-2.0-00,USA,Revitalize Conditioner 2.0 oz. Travel Size,9,0,0,0,0,0,0,0,0
10062000,CAN,"Travel Size - Revitalize Conditioner, 2.0 oz.",1,4,3,4,0,0,0,0,4
10062000,CAN,"Travel Size - Revitalize Conditioner, 2.0 oz.",3,4,3,4,0,0,0,0,4
10062000,CAN,"Travel Size - Revitalize Conditioner, 2.0 oz.",9,0,0,0,0,0,0,0,0
10062000,USA,"Travel Size - Revitalize Conditioner, 2.0 oz.",1,3,3,3,0,0,0,0,3
10062000,USA,"Travel Size - Revitalize Conditioner, 2.0 oz.",3,3,3,3,0,0,0,0,3
10062000,USA,"Travel Size - Revitalize Conditioner, 2.0 oz.",9,0,0,0,0,0,0,0,0
10066000,CAN,"Revitalize Conditioner, 6.0 oz.",1,43,47,61,43,0,0,61,43
10066000,CAN,"Revitalize Conditioner, 6.0 oz.",2,61,47,61,43,18,0,61,61
10066000,CAN,"Revitalize Conditioner, 6.0 oz.",3,52,47,52,43,9,0,61,52
10066000,CAN,"Revitalize Conditioner, 6.0 oz.",9,0,0,0,0,0,0,0,0
10066000,CAN,"Revitalize Conditioner, 6.0 oz.",15,21.35,0,21.35,0,0,0,0,21.35
10066000,GBR,"Revitalize Conditioner, 6.0 oz.",1,31,47,25.83,26,0,0,45,31
10066000,GBR,"Revitalize Conditioner, 6.0 oz.",2,45,47,37.5,26,11.67,0,45,45
10066000,GBR,"Revitalize Conditioner, 6.0 oz.",3,38,47,31.67,26,5.83,0,45,38
10066000,USA,"Revitalize Conditioner, 6.0 oz.",1,33,47,47,33,0,0,47,33
10066000,USA,"Revitalize Conditioner, 6.0 oz.",2,47,47,47,33,14,0,47,47
10066000,USA,"Revitalize Conditioner, 6.0 oz.",3,40,47,40,33,7,0,47,40
10066000,USA,"Revitalize Conditioner, 6.0 oz.",9,0,0,0,0,0,0,0,0
10066000,USA,"Revitalize Conditioner, 6.0 oz.",15,16.45,0,16.45,0,0,0,0,16.45
10074500,CAN,"Reshape Root Lifter, 4.5 oz.",1,30,33,43,30,0,0,43,30
10074500,CAN,"Reshape Root Lifter, 4.5 oz.",2,43,33,43,30,13,0,43,43
10074500,CAN,"Reshape Root Lifter, 4.5 oz.",3,36,33,36,30,6,0,43,36
10074500,CAN,"Reshape Root Lifter, 4.5 oz.",9,0,0,0,0,0,0,0,0
10074500,CAN,"Reshape Root Lifter, 4.5 oz.",15,15.05,0,15.05,0,0,0,0,15.05
10074500,GBR,"Reshape Root Lifter, 4.5 oz.",1,21,33,17.5,18,0,0,30,21
10074500,GBR,"Reshape Root Lifter, 4.5 oz.",2,30,33,25,18,7.5,0,30,30
10074500,GBR,"Reshape Root Lifter, 4.5 oz.",3,25,33,20.83,18,3.33,0,30,25
10074500,USA,"Reshape Root Lifter, 4.5 oz.",1,23,33,33,23,0,0,33,23
10074500,USA,"Reshape Root Lifter, 4.5 oz.",2,33,33,33,23,10,0,33,33
10074500,USA,"Reshape Root Lifter, 4.5 oz.",3,28,33,28,23,5,0,33,28
10074500,USA,"Reshape Root Lifter, 4.5 oz.",9,0,0,0,0,0,0,0,0
10074500,USA,"Reshape Root Lifter, 4.5 oz.",15,11.55,0,11.55,0,0,0,0,11.55
10083000,CAN,"Travel Size-Refinish Control Hairspray, 3 oz.",1,4,3,4,0,0,0,0,4
10083000,CAN,"Travel Size-Refinish Control Hairspray, 3 oz.",3,4,3,4,0,0,0,0,4
10083000,CAN,"Travel Size-Refinish Control Hairspray, 3 oz.",9,0,0,0,0,0,0,0,0
10083000,USA,"Travel Size-Refinish Control Hairspray, 3 oz.",1,3,3,3,0,0,0,0,3
10083000,USA,"Travel Size-Refinish Control Hairspray, 3 oz.",3,3,3,3,0,0,0,0,3
10083000,USA,"Travel Size-Refinish Control Hairspray, 3 oz.",9,0,0,0,0,0,0,0,0
10092000,CAN,"Travel Size - IR Shampoo,  2 oz.",1,4,3,4,0,0,0,0,4
10092000,CAN,"Travel Size - IR Shampoo,  2 oz.",3,4,3,4,0,0,0,0,4
10092000,CAN,"Travel Size - IR Shampoo,  2 oz.",9,0,0,0,0,0,0,0,0
10092000,USA,"Travel Size - IR Shampoo,  2 oz.",1,3,3,3,0,0,0,0,3
10092000,USA,"Travel Size - IR Shampoo,  2 oz.",3,3,3,3,0,0,0,0,3
10092000,USA,"Travel Size - IR Shampoo,  2 oz.",9,0,0,0,0,0,0,0,0
10092500,CAN,"Intense Repair Treatment, 2.5 oz.",1,60,65,85,60,0,0,85,60
10092500,CAN,"Intense Repair Treatment, 2.5 oz.",2,85,65,85,60,25,0,85,85
10092500,CAN,"Intense Repair Treatment, 2.5 oz.",3,72,65,72,60,12,0,85,72
10092500,CAN,"Intense Repair Treatment, 2.5 oz.",9,0,0,0,0,0,0,0,0
10092500,CAN,"Intense Repair Treatment, 2.5 oz.",15,29.75,0,29.75,0,0,0,0,29.75
10092500,GBR,"Intense Repair Treatment, 2.5 oz.",1,39,65,32.5,33,0,0,55,39
10092500,GBR,"Intense Repair Treatment, 2.5 oz.",2,55,65,45.83,33,13.33,0,55,55
10092500,GBR,"Intense Repair Treatment, 2.5 oz.",3,46,65,38.33,33,5.83,0,55,46
10092500,USA,"Intense Repair Treatment, 2.5 oz.",1,46,65,65,46,0,0,65,46
10092500,USA,"Intense Repair Treatment, 2.5 oz.",2,65,65,65,46,19,0,65,65
10092500,USA,"Intense Repair Treatment, 2.5 oz.",3,55,65,55,46,9,0,65,55
10092500,USA,"Intense Repair Treatment, 2.5 oz.",9,0,0,0,0,0,0,0,0
10092500,USA,"Intense Repair Treatment, 2.5 oz.",15,22.75,0,22.75,0,0,0,0,22.75
100934PA,CAN,Sample (10) IR Shampoo,1,10,0,10,0,0,0,0,10
100934PA,CAN,Sample (10) IR Shampoo,2,10,0,10,0,0,0,0,10
100934PA,CAN,Sample (10) IR Shampoo,3,10,0,10,0,0,0,0,10
100934PA,CAN,Sample (10) IR Shampoo,9,0,0,0,0,0,0,0,0
100934PA,USA,Sample (10) IR Shampoo,1,8,0,8,0,0,0,0,8
100934PA,USA,Sample (10) IR Shampoo,2,8,0,8,0,0,0,0,8
100934PA,USA,Sample (10) IR Shampoo,3,8,0,8,0,0,0,0,8
100934PA,USA,Sample (10) IR Shampoo,9,0,0,0,0,0,0,0,0
100934PKT,CAN,"Sample - IR Shampoo, 0.34oz.",1,0,0,0,0,0,0,0,0
100934PKT,CAN,"Sample - IR Shampoo, 0.34oz.",3,0,0,0,0,0,0,0,0
100934PKT,CAN,"Sample - IR Shampoo, 0.34oz.",9,0,0,0,0,0,0,0,0
100934PKT,USA,"Sample - IR Shampoo, 0.34oz.",1,0,0,0,0,0,0,0,0
100934PKT,USA,"Sample - IR Shampoo, 0.34oz.",3,0,0,0,0,0,0,0,0
100934PKT,USA,"Sample - IR Shampoo, 0.34oz.",9,0,0,0,0,0,0,0,0
10098000,CAN,"IR Shampoo, 8.0 oz.",1,35,38,50,35,0,0,50,35
10098000,CAN,"IR Shampoo, 8.0 oz.",2,50,38,50,35,15,0,50,50
10098000,CAN,"IR Shampoo, 8.0 oz.",3,41,38,41,35,6,0,50,41
10098000,CAN,"IR Shampoo, 8.0 oz.",9,0,0,0,0,0,0,0,0
10098000,GBR,"IR Shampoo, 8.0 oz.",1,22,38,18.33,18,0,0,31,22
10098000,GBR,"IR Shampoo, 8.0 oz.",2,31,38,25.83,18,7.5,0,31,31
10098000,GBR,"IR Shampoo, 8.0 oz.",3,26,38,21.67,18,3.34,0,31,26
10098000,USA,"IR Shampoo, 8.0 oz.",1,27,38,38,27,0,0,38,27
10098000,USA,"IR Shampoo, 8.0 oz.",2,38,38,38,27,11,0,38,38
10098000,USA,"IR Shampoo, 8.0 oz.",3,32,38,32,27,5,0,38,32
10098000,USA,"IR Shampoo, 8.0 oz.",9,0,0,0,0,0,0,0,0
10098000,USA,"IR Shampoo, 8.0 oz.",15,13.3,0,13.3,0,0,0,0,13.3
10104500,CAN,"Tousled Texturizing Mist, 4.5 oz.",1,26,28,37,26,0,0,37,26
10104500,CAN,"Tousled Texturizing Mist, 4.5 oz.",2,37,28,37,26,11,0,37,37
10104500,CAN,"Tousled Texturizing Mist, 4.5 oz.",3,31,28,31,26,5,0,37,31
10104500,CAN,"Tousled Texturizing Mist, 4.5 oz.",9,0,0,0,0,0,0,0,0
10104500,USA,"Tousled Texturizing Mist, 4.5 oz.",1,20,28,28,20,0,0,28,20
10104500,USA,"Tousled Texturizing Mist, 4.5 oz.",2,28,28,28,20,8,0,28,28
10104500,USA,"Tousled Texturizing Mist, 4.5 oz.",3,24,28,24,20,4,0,28,24
10104500,USA,"Tousled Texturizing Mist, 4.5 oz.",9,0,0,0,0,0,0,0,0
10104500,USA,"Tousled Texturizing Mist, 4.5 oz.",15,9.8,0,9.8,0,0,0,0,9.8
10110500,USA,Travel Size - Rejuveniqe Oil Intensive 0.5oz.,9,0,0,0,0,0,0,0,0
10111000,CAN,"Rejuveniqe Oil Intensive, 1.0 oz.",1,90,100,129,90,0,0,129,90
10111000,CAN,"Rejuveniqe Oil Intensive, 1.0 oz.",2,129,100,129,90,39,0,129,129
10111000,CAN,"Rejuveniqe Oil Intensive, 1.0 oz.",3,110,100,110,90,20,0,129,110
10111000,CAN,"Rejuveniqe Oil Intensive, 1.0 oz.",9,0,0,0,0,0,0,0,0
10111000,CAN,"Rejuveniqe Oil Intensive, 1.0 oz.",15,44.8,0,44.8,0,0,0,0,44.8
10111000,GBR,"Rejuveniqe Oil Intensive, 1.0 oz.",1,60,100,50,50,0,0,85,60
10111000,GBR,"Rejuveniqe Oil Intensive, 1.0 oz.",2,85,100,70.83,50,20.83,0,85,85
10111000,GBR,"Rejuveniqe Oil Intensive, 1.0 oz.",3,72,100,60,50,10,0,85,72
10111000,USA,"Rejuveniqe Oil Intensive, 1.0 oz.",1,69,100,99,69,0,0,99,69
10111000,USA,"Rejuveniqe Oil Intensive, 1.0 oz.",2,99,100,99,69,30,0,99,99
10111000,USA,"Rejuveniqe Oil Intensive, 1.0 oz.",3,84,100,84,69,15,0,99,84
10111000,USA,"Rejuveniqe Oil Intensive, 1.0 oz.",9,0,0,0,0,0,0,0,0
10111000,USA,"Rejuveniqe Oil Intensive, 1.0 oz.",15,34.65,0,34.65,0,0,0,0,34.65
10111001,CAN,Disable,1,90,100,129,90,0,0,129,90
10111001,CAN,Disable,2,129,100,129,90,39,0,129,129
10111001,CAN,Disable,3,110,100,110,90,20,0,129,110
10111001,CAN,Disable,9,0,0,0,0,0,0,0,0
10111001,CAN,Disable,15,44.8,0,44.8,0,0,0,0,44.8
10111001,USA,Disable,1,69,100,99,69,0,0,99,69
10111001,USA,Disable,2,99,100,99,69,30,0,99,99
10111001,USA,Disable,3,84,100,84,69,15,0,99,84
10111001,USA,Disable,9,0,0,0,0,0,0,0,0
10111001,USA,Disable,15,34.65,0,34.65,0,0,0,0,34.65
10121700,CAN,Black Groom Styling Clay 1.7 oz.,1,32,34,45,32,0,0,45,32
10121700,CAN,Black Groom Styling Clay 1.7 oz.,2,45,34,45,32,13,0,45,45
10121700,CAN,Black Groom Styling Clay 1.7 oz.,3,38,34,38,32,6,0,45,38
10121700,CAN,Black Groom Styling Clay 1.7 oz.,9,0,0,0,0,0,0,0,0
10121700,USA,Black Groom Styling Clay 1.7 oz.,1,24,34,34,24,0,0,34,24
10121700,USA,Black Groom Styling Clay 1.7 oz.,2,34,34,34,24,10,0,34,34
10121700,USA,Black Groom Styling Clay 1.7 oz.,3,29,34,29,24,5,0,34,29
10121700,USA,Black Groom Styling Clay 1.7 oz.,9,0,0,0,0,0,0,0,0
10121700,USA,Black Groom Styling Clay 1.7 oz.,15,11.9,0,11.9,0,0,0,0,11.9
10138000,CAN,Men's 2 in 1 DISCONTINUED,15,"99,999.00",0,"99,999.00",0,0,0,0,"99,999.00"
10138000,USA,Men's 2 in 1 DISCONTINUED,15,"99,999.00",0,"99,999.00",0,0,0,0,"99,999.00"
10138002,CAN,"Black Men's 2-in-1, 8 oz.",1,35,38,50,35,0,0,50,35
10138002,CAN,"Black Men's 2-in-1, 8 oz.",2,50,38,50,35,15,0,50,50
10138002,CAN,"Black Men's 2-in-1, 8 oz.",3,41,38,41,35,6,0,50,41
10138002,CAN,"Black Men's 2-in-1, 8 oz.",9,0,0,0,0,0,0,0,0
10138002,GBR,"Black Men's 2-in-1, 8 oz.",1,23,38,19.17,19,0,0,32,23
10138002,GBR,"Black Men's 2-in-1, 8 oz.",2,32,38,26.67,19,7.5,0,32,32
10138002,GBR,"Black Men's 2-in-1, 8 oz.",3,27,38,22.5,19,3.33,0,32,27
10138002,GBR,"Black Men's 2-in-1, 8 oz.",9,0,0,0,0,0,0,0,0
10138002,USA,"Black Men's 2-in-1, 8 oz.",1,27,38,38,27,0,0,38,27
10138002,USA,"Black Men's 2-in-1, 8 oz.",2,38,38,38,27,11,0,38,38
10138002,USA,"Black Men's 2-in-1, 8 oz.",3,32,38,32,27,5,0,38,32
10138002,USA,"Black Men's 2-in-1, 8 oz.",9,0,0,0,0,0,0,0,0
10138002,USA,"Black Men's 2-in-1, 8 oz.",15,13.3,0,13.3,0,0,0,0,13.3
10138100,CAN,"Refinish Control Hairspray, 8.0 oz.",1,41,44,59,41,0,0,59,41
10138100,CAN,"Refinish Control Hairspray, 8.0 oz.",2,59,44,59,41,18,0,59,59
10138100,CAN,"Refinish Control Hairspray, 8.0 oz.",3,49,44,49,41,8,0,59,49
10138100,CAN,"Refinish Control Hairspray, 8.0 oz.",9,0,0,0,0,0,0,0,0
10138100,GBR,"Refinish Control Hairspray, 8.0 oz.",1,26,44,21.67,22,0,0,37,26
10138100,GBR,"Refinish Control Hairspray, 8.0 oz.",2,37,44,30.83,22,9.17,0,37,37
10138100,GBR,"Refinish Control Hairspray, 8.0 oz.",3,32,44,26.67,22,5,0,37,32
10138100,USA,"Refinish Control Hairspray, 8.0 oz.",1,31,44,44,31,0,0,44,31
10138100,USA,"Refinish Control Hairspray, 8.0 oz.",2,44,44,44,31,13,0,44,44
10138100,USA,"Refinish Control Hairspray, 8.0 oz.",3,37,44,37,31,6,0,44,37
10138100,USA,"Refinish Control Hairspray, 8.0 oz.",9,0,0,0,0,0,0,0,0
10138100,USA,"Refinish Control Hairspray, 8.0 oz.",15,15.4,0,15.4,0,0,0,0,15.4
10138200,CAN,"Restyle Sculpting Taffy, 1.7 oz.",1,32,34,45,32,0,0,45,32
10138200,CAN,"Restyle Sculpting Taffy, 1.7 oz.",2,45,34,45,32,13,0,45,45
10138200,CAN,"Restyle Sculpting Taffy, 1.7 oz.",3,38,34,38,32,6,0,45,38
10138200,USA,"Restyle Sculpting Taffy, 1.7 oz.",1,24,34,34,24,0,0,34,24
10138200,USA,"Restyle Sculpting Taffy, 1.7 oz.",2,34,34,34,24,10,0,34,34
10138200,USA,"Restyle Sculpting Taffy, 1.7 oz.",3,29,34,29,24,5,0,34,29
10138200,USA,"Restyle Sculpting Taffy, 1.7 oz.",9,0,0,0,0,0,0,0,0
10138200,USA,"Restyle Sculpting Taffy, 1.7 oz.",15,11.9,0,11.9,0,0,0,0,11.9
10138P,CAN,Promo Men's 2 in 1 Shampoo,1,0,0,0,0,0,0,0,0
10138P,CAN,Promo Men's 2 in 1 Shampoo,2,0,0,0,0,0,0,0,0
10138P,CAN,Promo Men's 2 in 1 Shampoo,3,0,0,0,0,0,0,0,0
10138P,USA,Promo Men's 2 in 1 Shampoo,1,0,0,0,0,0,0,0,0
10138P,USA,Promo Men's 2 in 1 Shampoo,2,0,0,0,0,0,0,0,0
10138P,USA,Promo Men's 2 in 1 Shampoo,3,0,0,0,0,0,0,0,0
10140000,CAN,VOLUME SYSTEM,1,90,100,129,90,0,0,129,90
10140000,CAN,VOLUME SYSTEM,2,129,100,129,90,39,0,129,129
10140000,CAN,VOLUME SYSTEM,3,110,100,110,90,20,0,129,110
10140000,CAN,VOLUME SYSTEM,9,0,0,0,0,0,0,0,0
10140000,CAN,VOLUME SYSTEM,15,45.15,0,45.15,0,0,0,0,45.15
10140000,GBR,VOLUME SYSTEM,1,60,100,50,50,0,0,85,60
10140000,GBR,VOLUME SYSTEM,2,85,100,70.83,50,20.83,0,85,85
10140000,GBR,VOLUME SYSTEM,3,72,100,60,50,10,0,85,72
10140000,GBR,VOLUME SYSTEM,9,0,0,0,0,0,0,0,0
10140000,USA,VOLUME SYSTEM,1,69,100,99,69,0,0,99,69
10140000,USA,VOLUME SYSTEM,2,99,100,99,69,30,0,99,99
10140000,USA,VOLUME SYSTEM,3,84,100,84,69,15,0,99,84
10140000,USA,VOLUME SYSTEM,9,0,0,0,0,0,0,0,0
10140000,USA,VOLUME SYSTEM,15,34.65,0,34.65,0,0,0,0,34.65
10140100,USA,VOLUME PRODUCTS + Rejuveniqe,1,138,200,198,138,0,0,198,138
10140100,USA,VOLUME PRODUCTS + Rejuveniqe,2,198,200,198,138,60,0,198,198
10140100,USA,VOLUME PRODUCTS + Rejuveniqe,3,168,200,168,138,30,0,198,168
10140100,USA,VOLUME PRODUCTS + Rejuveniqe,9,0,0,0,0,0,0,0,0
10140100,USA,VOLUME PRODUCTS + Rejuveniqe,15,69.3,0,69.3,0,0,0,0,69.3
10140200,USA,VOLUME PRODUCTS + Intense Treatment,1,115,165,164,115,0,0,164,115
10140200,USA,VOLUME PRODUCTS + Intense Treatment,2,164,164,164,115,49,0,164,164
10140200,USA,VOLUME PRODUCTS + Intense Treatment,3,139,164,139,115,25,0,164,139
10140200,USA,VOLUME PRODUCTS + Intense Treatment,15,57.4,0,57.4,0,0,0,0,57.4
10140300,USA,VOLUME PRODUCTS + Inte. Treatment + Rejuv. Oi,1,184,263,263,184,0,0,263,184
10140300,USA,VOLUME PRODUCTS + Inte. Treatment + Rejuv. Oi,2,263,263,263,184,79,0,263,263
10140300,USA,VOLUME PRODUCTS + Inte. Treatment + Rejuv. Oi,3,223,263,223,184,40,0,263,223
10140300,USA,VOLUME PRODUCTS + Inte. Treatment + Rejuv. Oi,15,92.05,0,92.05,0,0,0,0,92.05
10141000,CAN,Volume Body System,1,90,100,129,90,0,0,129,90
10141000,CAN,Volume Body System,2,129,100,129,90,39,0,129,129
10141000,CAN,Volume Body System,3,110,100,110,90,20,0,129,110
10141000,USA,Volume Body System,1,69,100,99,69,0,0,99,69
10141000,USA,Volume Body System,2,99,100,99,69,30,0,99,99
10141000,USA,Volume Body System,3,84,100,84,69,15,0,99,84
10141000,USA,Volume Body System,9,0,0,0,0,0,0,0,0
10141000,USA,Volume Body System,15,34.65,0,34.65,0,0,0,0,34.65
10142000,CAN,Volume Tame System,1,90,100,129,90,0,0,129,90
10142000,CAN,Volume Tame System,2,129,100,129,90,39,0,129,129
10142000,CAN,Volume Tame System,3,110,100,110,90,20,0,129,110
10142000,USA,Volume Tame System,1,69,100,99,69,0,0,99,69
10142000,USA,Volume Tame System,2,99,100,99,69,30,0,99,99
10142000,USA,Volume Tame System,3,84,100,84,69,15,0,99,84
10142000,USA,Volume Tame System,9,0,0,0,0,0,0,0,0
10150000,CAN,HYDRATION SYSTEM,1,90,100,129,90,0,0,129,90
10150000,CAN,HYDRATION SYSTEM,2,129,100,129,90,39,0,129,129
10150000,CAN,HYDRATION SYSTEM,3,110,100,110,90,20,0,129,110
10150000,CAN,HYDRATION SYSTEM,9,0,0,0,0,0,0,0,0
10150000,CAN,HYDRATION SYSTEM,15,45.15,0,45.15,0,0,0,0,45.15
10150000,GBR,HYDRATION SYSTEM,1,60,100,50,50,0,0,85,60
10150000,GBR,HYDRATION SYSTEM,2,85,100,70.83,50,20.83,0,85,85
10150000,GBR,HYDRATION SYSTEM,3,72,100,60,50,10,0,85,72
10150000,GBR,HYDRATION SYSTEM,9,0,0,0,0,0,0,0,0
10150000,USA,HYDRATION SYSTEM,1,69,100,99,69,0,0,99,69
10150000,USA,HYDRATION SYSTEM,2,99,100,99,69,30,0,99,99
10150000,USA,HYDRATION SYSTEM,3,84,100,84,69,15,0,99,84
10150000,USA,HYDRATION SYSTEM,9,0,0,0,0,0,0,0,0
10150000,USA,HYDRATION SYSTEM,15,34.65,0,34.65,0,0,0,0,34.65
10150100,USA,BALANCE PRODUCTS + Rejuveniqe,1,138,200,198,138,0,0,198,138
10150100,USA,BALANCE PRODUCTS + Rejuveniqe,2,198,200,198,138,60,0,198,198
10150100,USA,BALANCE PRODUCTS + Rejuveniqe,3,168,200,168,138,30,0,198,168
10150100,USA,BALANCE PRODUCTS + Rejuveniqe,9,0,0,0,0,0,0,0,0
10150100,USA,BALANCE PRODUCTS + Rejuveniqe,15,69.3,0,69.3,0,0,0,0,69.3
10150200,USA,BALANCE PRODUCTS + Intense Treatment,1,115,165,164,115,0,0,164,115
10150200,USA,BALANCE PRODUCTS + Intense Treatment,2,164,164,164,115,49,0,164,164
10150200,USA,BALANCE PRODUCTS + Intense Treatment,3,139,164,139,115,25,0,164,139
